ID,Name,Available Sources,Data Type,Description,Match Sources,Status
DP_RMV_0030,Total Spend Last 365 Days,"Redshift > business_entity_commercial_district_fi_summary > total_spend_last_365_days
Redshift > business_entity_fi_summary > total_spend_last_365_days
Redshift > business_entity_summary > total_spend_last_365_days
Redshift > consumer_business_entity_summary > total_spend_last_365_days
Redshift > consumer_commercial_district_fi_summary > total_spend_last_365_days
Redshift > consumer_commercial_district_summary > total_spend_last_365_days
Redshift > commercial_district_fi_summary > total_spend_last_365_days
Redshift > category_0_commercial_district_fi_summary > total_spend_last_365_days
Redshift > consumer_summary > total_spend_last_365_days
Redshift > fi_summary > total_spend_last_365_days
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_last_365_days
Redshift > raw_descriptor_fi_summary > total_spend_last_365_days",decimal,Total spending in the last 365 days. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0031,Average Spend Last 365 Days,"Redshift > business_entity_commercial_district_fi_summary > average_spend_last_365_days
Redshift > business_entity_fi_summary > average_spend_last_365_days
Redshift > business_entity_summary > average_spend_last_365_days
Redshift > consumer_business_entity_summary > average_spend_last_365_days
Redshift > consumer_commercial_district_fi_summary > average_spend_last_365_days
Redshift > consumer_commercial_district_summary > average_spend_last_365_days
Redshift > commercial_district_fi_summary > average_spend_last_365_days
Redshift > category_0_commercial_district_fi_summary > average_spend_last_365_days
Redshift > consumer_summary > average_spend_last_365_days
Redshift > fi_summary > average_spend_last_365_days
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_last_365_days
Redshift > raw_descriptor_fi_summary > average_spend_last_365_days",decimal,Average spending per transaction in the last 365 days. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0032,Unique Consumers Last 365 Days,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_last_365_days
Redshift > business_entity_fi_summary > unique_consumers_last_365_days
Redshift > business_entity_summary > unique_consumers_last_365_days
Redshift > consumer_business_entity_summary > unique_consumers_last_365_days
Redshift > consumer_commercial_district_fi_summary > unique_consumers_last_365_days
Redshift > consumer_commercial_district_summary > unique_consumers_last_365_days
Redshift > commercial_district_fi_summary > unique_consumers_last_365_days
Redshift > category_0_commercial_district_fi_summary > unique_consumers_last_365_days
Redshift > fi_summary > unique_consumers_last_365_days
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_last_365_days
Redshift > raw_descriptor_fi_summary > unique_consumers_last_365_days",integer,Number of unique consumers in the last 365 days. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0033,Transaction Count This Year,"Redshift > business_entity_commercial_district_fi_summary > count_this_year
Redshift > business_entity_fi_summary > count_this_year
Redshift > business_entity_summary > count_this_year
Redshift > consumer_business_entity_summary > count_this_year
Redshift > consumer_commercial_district_fi_summary > count_this_year
Redshift > consumer_commercial_district_summary > count_this_year
Redshift > commercial_district_fi_summary > count_this_year
Redshift > category_0_commercial_district_fi_summary > count_this_year
Redshift > consumer_summary > count_this_year
Redshift > fi_summary > count_this_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_this_year
Redshift > raw_descriptor_fi_summary > count_this_year",integer,Number of transactions in the current calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0034,Total Spend This Year,"Redshift > business_entity_commercial_district_fi_summary > total_spend_this_year
Redshift > business_entity_fi_summary > total_spend_this_year
Redshift > business_entity_summary > total_spend_this_year
Redshift > consumer_business_entity_summary > total_spend_this_year
Redshift > consumer_commercial_district_fi_summary > total_spend_this_year
Redshift > consumer_commercial_district_summary > total_spend_this_year
Redshift > commercial_district_fi_summary > total_spend_this_year
Redshift > category_0_commercial_district_fi_summary > total_spend_this_year
Redshift > consumer_summary > total_spend_this_year
Redshift > fi_summary > total_spend_this_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_this_year
Redshift > raw_descriptor_fi_summary > total_spend_this_year",decimal,Total spending in the current calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0035,Average Spend This Year,"Redshift > business_entity_commercial_district_fi_summary > average_spend_this_year
Redshift > business_entity_fi_summary > average_spend_this_year
Redshift > business_entity_summary > average_spend_this_year
Redshift > consumer_business_entity_summary > average_spend_this_year
Redshift > consumer_commercial_district_fi_summary > average_spend_this_year
Redshift > consumer_commercial_district_summary > average_spend_this_year
Redshift > commercial_district_fi_summary > average_spend_this_year
Redshift > category_0_commercial_district_fi_summary > average_spend_this_year
Redshift > consumer_summary > average_spend_this_year
Redshift > fi_summary > average_spend_this_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_this_year
Redshift > raw_descriptor_fi_summary > average_spend_this_year",decimal,Average spending per transaction in the current calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0036,Unique Consumers This Year,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_this_year
Redshift > business_entity_fi_summary > unique_consumers_this_year
Redshift > business_entity_summary > unique_consumers_this_year
Redshift > consumer_business_entity_summary > unique_consumers_this_year
Redshift > consumer_commercial_district_fi_summary > unique_consumers_this_year
Redshift > consumer_commercial_district_summary > unique_consumers_this_year
Redshift > commercial_district_fi_summary > unique_consumers_this_year
Redshift > category_0_commercial_district_fi_summary > unique_consumers_this_year
Redshift > fi_summary > unique_consumers_this_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_this_year
Redshift > raw_descriptor_fi_summary > unique_consumers_this_year",integer,Number of unique consumers in the current calendar year. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0037,Transaction Count Last Year,"Redshift > business_entity_commercial_district_fi_summary > count_last_year
Redshift > business_entity_fi_summary > count_last_year
Redshift > business_entity_summary > count_last_year
Redshift > consumer_business_entity_summary > count_last_year
Redshift > consumer_commercial_district_fi_summary > count_last_year
Redshift > consumer_commercial_district_summary > count_last_year
Redshift > commercial_district_fi_summary > count_last_year
Redshift > category_0_commercial_district_fi_summary > count_last_year
Redshift > consumer_summary > count_last_year
Redshift > fi_summary > count_last_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_last_year
Redshift > raw_descriptor_fi_summary > count_last_year",integer,Number of transactions in the previous calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0038,Total Spend Last Year,"Redshift > business_entity_commercial_district_fi_summary > total_spend_last_year
Redshift > business_entity_fi_summary > total_spend_last_year
Redshift > business_entity_summary > total_spend_last_year
Redshift > consumer_business_entity_summary > total_spend_last_year
Redshift > consumer_commercial_district_fi_summary > total_spend_last_year
Redshift > consumer_commercial_district_summary > total_spend_last_year
Redshift > commercial_district_fi_summary > total_spend_last_year
Redshift > category_0_commercial_district_fi_summary > total_spend_last_year
Redshift > consumer_summary > total_spend_last_year
Redshift > fi_summary > total_spend_last_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_last_year
Redshift > raw_descriptor_fi_summary > total_spend_last_year",decimal,Total spending in the previous calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0039,Average Spend Last Year,"Redshift > business_entity_commercial_district_fi_summary > average_spend_last_year
Redshift > business_entity_fi_summary > average_spend_last_year
Redshift > business_entity_summary > average_spend_last_year
Redshift > consumer_business_entity_summary > average_spend_last_year
Redshift > consumer_commercial_district_fi_summary > average_spend_last_year
Redshift > consumer_commercial_district_summary > average_spend_last_year
Redshift > commercial_district_fi_summary > average_spend_last_year
Redshift > category_0_commercial_district_fi_summary > average_spend_last_year
Redshift > consumer_summary > average_spend_last_year
Redshift > fi_summary > average_spend_last_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_last_year
Redshift > raw_descriptor_fi_summary > average_spend_last_year",decimal,Average spending per transaction in the previous calendar year. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0040,Unique Consumers Last Year,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_last_year
Redshift > business_entity_fi_summary > unique_consumers_last_year
Redshift > business_entity_summary > unique_consumers_last_year
Redshift > consumer_business_entity_summary > unique_consumers_last_year
Redshift > consumer_commercial_district_fi_summary > unique_consumers_last_year
Redshift > consumer_commercial_district_summary > unique_consumers_last_year
Redshift > commercial_district_fi_summary > unique_consumers_last_year
Redshift > category_0_commercial_district_fi_summary > unique_consumers_last_year
Redshift > fi_summary > unique_consumers_last_year
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_last_year
Redshift > raw_descriptor_fi_summary > unique_consumers_last_year",integer,Number of unique consumers in the previous calendar year. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0041,Transaction Count This Quarter,"Redshift > business_entity_commercial_district_fi_summary > count_this_quarter
Redshift > business_entity_fi_summary > count_this_quarter
Redshift > business_entity_summary > count_this_quarter
Redshift > consumer_business_entity_summary > count_this_quarter
Redshift > consumer_commercial_district_fi_summary > count_this_quarter
Redshift > consumer_commercial_district_summary > count_this_quarter
Redshift > commercial_district_fi_summary > count_this_quarter
Redshift > category_0_commercial_district_fi_summary > count_this_quarter
Redshift > consumer_summary > count_this_quarter
Redshift > fi_summary > count_this_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_this_quarter
Redshift > raw_descriptor_fi_summary > count_this_quarter",integer,Number of transactions in the current calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0042,Total Spend This Quarter,"Redshift > business_entity_commercial_district_fi_summary > total_spend_this_quarter
Redshift > business_entity_fi_summary > total_spend_this_quarter
Redshift > business_entity_summary > total_spend_this_quarter
Redshift > consumer_business_entity_summary > total_spend_this_quarter
Redshift > consumer_commercial_district_fi_summary > total_spend_this_quarter
Redshift > consumer_commercial_district_summary > total_spend_this_quarter
Redshift > commercial_district_fi_summary > total_spend_this_quarter
Redshift > category_0_commercial_district_fi_summary > total_spend_this_quarter
Redshift > consumer_summary > total_spend_this_quarter
Redshift > fi_summary > total_spend_this_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_this_quarter
Redshift > raw_descriptor_fi_summary > total_spend_this_quarter",decimal,Total spending in the current calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0043,Average Spend This Quarter,"Redshift > business_entity_commercial_district_fi_summary > average_spend_this_quarter
Redshift > business_entity_fi_summary > average_spend_this_quarter
Redshift > business_entity_summary > average_spend_this_quarter
Redshift > consumer_business_entity_summary > average_spend_this_quarter
Redshift > consumer_commercial_district_fi_summary > average_spend_this_quarter
Redshift > consumer_commercial_district_summary > average_spend_this_quarter
Redshift > commercial_district_fi_summary > average_spend_this_quarter
Redshift > category_0_commercial_district_fi_summary > average_spend_this_quarter
Redshift > consumer_summary > average_spend_this_quarter
Redshift > fi_summary > average_spend_this_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_this_quarter
Redshift > raw_descriptor_fi_summary > average_spend_this_quarter",decimal,Average spending per transaction in the current calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0044,Unique Consumers This Quarter,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_this_quarter
Redshift > business_entity_fi_summary > unique_consumers_this_quarter
Redshift > business_entity_summary > unique_consumers_this_quarter
Redshift > consumer_business_entity_summary > unique_consumers_this_quarter
Redshift > consumer_commercial_district_fi_summary > unique_consumers_this_quarter
Redshift > consumer_commercial_district_summary > unique_consumers_this_quarter
Redshift > commercial_district_fi_summary > unique_consumers_this_quarter
Redshift > category_0_commercial_district_fi_summary > unique_consumers_this_quarter
Redshift > fi_summary > unique_consumers_this_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_this_quarter
Redshift > raw_descriptor_fi_summary > unique_consumers_this_quarter",integer,Number of unique consumers in the current calendar quarter. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0045,Transaction Count Last Quarter,"Redshift > business_entity_commercial_district_fi_summary > count_last_quarter
Redshift > business_entity_fi_summary > count_last_quarter
Redshift > business_entity_summary > count_last_quarter
Redshift > consumer_business_entity_summary > count_last_quarter
Redshift > consumer_commercial_district_fi_summary > count_last_quarter
Redshift > consumer_commercial_district_summary > count_last_quarter
Redshift > commercial_district_fi_summary > count_last_quarter
Redshift > category_0_commercial_district_fi_summary > count_last_quarter
Redshift > consumer_summary > count_last_quarter
Redshift > fi_summary > count_last_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_last_quarter
Redshift > raw_descriptor_fi_summary > count_last_quarter",integer,Number of transactions in the previous calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0046,Total Spend Last Quarter,"Redshift > business_entity_commercial_district_fi_summary > total_spend_last_quarter
Redshift > business_entity_fi_summary > total_spend_last_quarter
Redshift > business_entity_summary > total_spend_last_quarter
Redshift > consumer_business_entity_summary > total_spend_last_quarter
Redshift > consumer_commercial_district_fi_summary > total_spend_last_quarter
Redshift > consumer_commercial_district_summary > total_spend_last_quarter
Redshift > commercial_district_fi_summary > total_spend_last_quarter
Redshift > category_0_commercial_district_fi_summary > total_spend_last_quarter
Redshift > consumer_summary > total_spend_last_quarter
Redshift > fi_summary > total_spend_last_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_last_quarter
Redshift > raw_descriptor_fi_summary > total_spend_last_quarter",decimal,Total spending in the previous calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0047,Average Spend Last Quarter,"Redshift > business_entity_commercial_district_fi_summary > average_spend_last_quarter
Redshift > business_entity_fi_summary > average_spend_last_quarter
Redshift > business_entity_summary > average_spend_last_quarter
Redshift > consumer_business_entity_summary > average_spend_last_quarter
Redshift > consumer_commercial_district_fi_summary > average_spend_last_quarter
Redshift > consumer_commercial_district_summary > average_spend_last_quarter
Redshift > commercial_district_fi_summary > average_spend_last_quarter
Redshift > category_0_commercial_district_fi_summary > average_spend_last_quarter
Redshift > consumer_summary > average_spend_last_quarter
Redshift > fi_summary > average_spend_last_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_last_quarter
Redshift > raw_descriptor_fi_summary > average_spend_last_quarter",decimal,Average spending per transaction in the previous calendar quarter. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0048,Unique Consumers Last Quarter,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_last_quarter
Redshift > business_entity_fi_summary > unique_consumers_last_quarter
Redshift > business_entity_summary > unique_consumers_last_quarter
Redshift > consumer_business_entity_summary > unique_consumers_last_quarter
Redshift > consumer_commercial_district_fi_summary > unique_consumers_last_quarter
Redshift > consumer_commercial_district_summary > unique_consumers_last_quarter
Redshift > commercial_district_fi_summary > unique_consumers_last_quarter
Redshift > category_0_commercial_district_fi_summary > unique_consumers_last_quarter
Redshift > fi_summary > unique_consumers_last_quarter
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_last_quarter
Redshift > raw_descriptor_fi_summary > unique_consumers_last_quarter",integer,Number of unique consumers in the previous calendar quarter. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0049,Transaction Count Two Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > count_two_quarters_ago
Redshift > business_entity_fi_summary > count_two_quarters_ago
Redshift > business_entity_summary > count_two_quarters_ago
Redshift > consumer_business_entity_summary > count_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary > count_two_quarters_ago
Redshift > consumer_commercial_district_summary > count_two_quarters_ago
Redshift > commercial_district_fi_summary > count_two_quarters_ago
Redshift > category_0_commercial_district_fi_summary > count_two_quarters_ago
Redshift > consumer_summary > count_two_quarters_ago
Redshift > fi_summary > count_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_two_quarters_ago
Redshift > raw_descriptor_fi_summary > count_two_quarters_ago",integer,Number of transactions two calendar quarters ago. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0050,Total Spend Two Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > total_spend_two_quarters_ago
Redshift > business_entity_fi_summary > total_spend_two_quarters_ago
Redshift > business_entity_summary > total_spend_two_quarters_ago
Redshift > consumer_business_entity_summary > total_spend_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary > total_spend_two_quarters_ago
Redshift > consumer_commercial_district_summary > total_spend_two_quarters_ago
Redshift > commercial_district_fi_summary > total_spend_two_quarters_ago
Redshift > category_0_commercial_district_fi_summary > total_spend_two_quarters_ago
Redshift > consumer_summary > total_spend_two_quarters_ago
Redshift > fi_summary > total_spend_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_two_quarters_ago
Redshift > raw_descriptor_fi_summary > total_spend_two_quarters_ago",decimal,Total spending two calendar quarters ago. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0051,Average Spend Two Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > averge_spend_two_quarters_ago
Redshift > business_entity_fi_summary > averge_spend_two_quarters_ago
Redshift > business_entity_summary > averge_spend_two_quarters_ago
Redshift > consumer_business_entity_summary > averge_spend_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary > averge_spend_two_quarters_ago
Redshift > consumer_commercial_district_summary > averge_spend_two_quarters_ago
Redshift > commercial_district_fi_summary > averge_spend_two_quarters_ago
Redshift > category_0_commercial_district_fi_summary > averge_spend_two_quarters_ago
Redshift > consumer_summary > averge_spend_two_quarters_ago
Redshift > fi_summary > averge_spend_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > averge_spend_two_quarters_ago
Redshift > raw_descriptor_fi_summary > averge_spend_two_quarters_ago",decimal,Average spending per transaction two calendar quarters ago. Note: Contains consistent typo 'averge' instead of 'average' across all source MVs. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0052,Unique Consumers Two Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_two_quarters_ago
Redshift > business_entity_fi_summary > unique_consumers_two_quarters_ago
Redshift > business_entity_summary > unique_consumers_two_quarters_ago
Redshift > consumer_business_entity_summary > unique_consumers_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary > unique_consumers_two_quarters_ago
Redshift > consumer_commercial_district_summary > unique_consumers_two_quarters_ago
Redshift > commercial_district_fi_summary > unique_consumers_two_quarters_ago
Redshift > category_0_commercial_district_fi_summary > unique_consumers_two_quarters_ago
Redshift > fi_summary > unique_consumers_two_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_two_quarters_ago
Redshift > raw_descriptor_fi_summary > unique_consumers_two_quarters_ago",integer,Number of unique consumers two calendar quarters ago. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0053,Transaction Count Three Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > count_three_quarters_ago
Redshift > business_entity_fi_summary > count_three_quarters_ago
Redshift > business_entity_summary > count_three_quarters_ago
Redshift > consumer_business_entity_summary > count_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary > count_three_quarters_ago
Redshift > consumer_commercial_district_summary > count_three_quarters_ago
Redshift > commercial_district_fi_summary > count_three_quarters_ago
Redshift > category_0_commercial_district_fi_summary > count_three_quarters_ago
Redshift > consumer_summary > count_three_quarters_ago
Redshift > fi_summary > count_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_three_quarters_ago
Redshift > raw_descriptor_fi_summary > count_three_quarters_ago",integer,Number of transactions three calendar quarters ago. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0054,Total Spend Three Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > total_spend_three_quarters_ago
Redshift > business_entity_fi_summary > total_spend_three_quarters_ago
Redshift > business_entity_summary > total_spend_three_quarters_ago
Redshift > consumer_business_entity_summary > total_spend_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary > total_spend_three_quarters_ago
Redshift > consumer_commercial_district_summary > total_spend_three_quarters_ago
Redshift > commercial_district_fi_summary > total_spend_three_quarters_ago
Redshift > category_0_commercial_district_fi_summary > total_spend_three_quarters_ago
Redshift > consumer_summary > total_spend_three_quarters_ago
Redshift > fi_summary > total_spend_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_three_quarters_ago
Redshift > raw_descriptor_fi_summary > total_spend_three_quarters_ago",decimal,Total spending three calendar quarters ago. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0055,Average Spend Three Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > average_spend_three_quarters_ago
Redshift > business_entity_fi_summary > average_spend_three_quarters_ago
Redshift > business_entity_summary > average_spend_three_quarters_ago
Redshift > consumer_business_entity_summary > average_spend_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary > average_spend_three_quarters_ago
Redshift > consumer_commercial_district_summary > average_spend_three_quarters_ago
Redshift > commercial_district_fi_summary > average_spend_three_quarters_ago
Redshift > category_0_commercial_district_fi_summary > average_spend_three_quarters_ago
Redshift > consumer_summary > average_spend_three_quarters_ago
Redshift > fi_summary > average_spend_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_three_quarters_ago
Redshift > raw_descriptor_fi_summary > average_spend_three_quarters_ago",decimal,Average spending per transaction three calendar quarters ago. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0056,Unique Consumers Three Quarters Ago,"Redshift > business_entity_commercial_district_fi_summary > unique_consumers_three_quarters_ago
Redshift > business_entity_fi_summary > unique_consumers_three_quarters_ago
Redshift > business_entity_summary > unique_consumers_three_quarters_ago
Redshift > consumer_business_entity_summary > unique_consumers_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary > unique_consumers_three_quarters_ago
Redshift > consumer_commercial_district_summary > unique_consumers_three_quarters_ago
Redshift > commercial_district_fi_summary > unique_consumers_three_quarters_ago
Redshift > category_0_commercial_district_fi_summary > unique_consumers_three_quarters_ago
Redshift > fi_summary > unique_consumers_three_quarters_ago
Redshift > consumer_commercial_district_fi_summary_with_neighbors > unique_consumers_three_quarters_ago
Redshift > raw_descriptor_fi_summary > unique_consumers_three_quarters_ago",integer,Number of unique consumers three calendar quarters ago. Available across 11 summary materialized views (not available in consumer_summary).,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0057,Transaction Count This Week,"Redshift > business_entity_commercial_district_fi_summary > count_this_week
Redshift > business_entity_fi_summary > count_this_week
Redshift > business_entity_summary > count_this_week
Redshift > consumer_business_entity_summary > count_this_week
Redshift > consumer_commercial_district_fi_summary > count_this_week
Redshift > consumer_commercial_district_summary > count_this_week
Redshift > commercial_district_fi_summary > count_this_week
Redshift > category_0_commercial_district_fi_summary > count_this_week
Redshift > consumer_summary > count_this_week
Redshift > fi_summary > count_this_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > count_this_week
Redshift > raw_descriptor_fi_summary > count_this_week",integer,Number of transactions in the current calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0058,Total Spend This Week,"Redshift > business_entity_commercial_district_fi_summary > total_spend_this_week
Redshift > business_entity_fi_summary > total_spend_this_week
Redshift > business_entity_summary > total_spend_this_week
Redshift > consumer_business_entity_summary > total_spend_this_week
Redshift > consumer_commercial_district_fi_summary > total_spend_this_week
Redshift > consumer_commercial_district_summary > total_spend_this_week
Redshift > commercial_district_fi_summary > total_spend_this_week
Redshift > category_0_commercial_district_fi_summary > total_spend_this_week
Redshift > consumer_summary > total_spend_this_week
Redshift > fi_summary > total_spend_this_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > total_spend_this_week
Redshift > raw_descriptor_fi_summary > total_spend_this_week",decimal,Total spending in the current calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
DP_RMV_0059,Average Spend This Week,"Redshift > business_entity_commercial_district_fi_summary > average_spend_this_week
Redshift > business_entity_fi_summary > average_spend_this_week
Redshift > business_entity_summary > average_spend_this_week
Redshift > consumer_business_entity_summary > average_spend_this_week
Redshift > consumer_commercial_district_fi_summary > average_spend_this_week
Redshift > consumer_commercial_district_summary > average_spend_this_week
Redshift > commercial_district_fi_summary > average_spend_this_week
Redshift > category_0_commercial_district_fi_summary > average_spend_this_week
Redshift > consumer_summary > average_spend_this_week
Redshift > fi_summary > average_spend_this_week
Redshift > consumer_commercial_district_fi_summary_with_neighbors > average_spend_this_week
Redshift > raw_descriptor_fi_summary > average_spend_this_week",decimal,Average spending per transaction in the current calendar week. Available across all 12 summary materialized views with time-based metrics.,"Varies by source: business_entity_id, commercial_district_id, fiid, consumer_id, category_0, account_id, raw_descriptor",Available in Redshift
